River,FAZ,SPECIES,PSF_CU_NAME,CU_NAME,Species_CU_INDEX,Year,SumMaxEstAll,NumSitesAll,SumMaxEstH,NumSitesH,SumMaxEstHM,NumSitesHM,SumMaxEstL,NumSitesL,SumMaxEstUNK,NumSitesUNK,PercLUNK
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2019,12259,3,11568,1,12259,3,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-LATE TIMING,TAKU-LATE TIMING,CO-41,2019,95011,1,95011,1,95011,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2020,16582,3,15687,1,16582,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2021,12283,3,11381,1,12283,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-LATE TIMING,TAKU-LATE TIMING,CK-65,2022,13707,3,12755,1,13707,3,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1975,1800,1,NA,NA,NA,NA,NA,NA,1800,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1976,3000,1,NA,NA,NA,NA,NA,NA,3000,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1977,3850,1,NA,NA,NA,NA,NA,NA,3850,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1978,1620,1,NA,NA,NA,NA,NA,NA,1620,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1979,2110,1,NA,NA,NA,NA,NA,NA,2110,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1980,4500,1,NA,NA,NA,NA,NA,NA,4500,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1981,5110,1,NA,NA,NA,NA,NA,NA,5110,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1982,2533,1,NA,NA,NA,NA,NA,NA,2533,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1983,968,1,NA,NA,NA,NA,NA,NA,968,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1984,1887,1,NA,NA,NA,NA,NA,NA,1887,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1985,2647,1,NA,NA,NA,NA,NA,NA,2647,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1986,3868,1,NA,NA,NA,NA,NA,NA,3868,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1987,2906,1,NA,NA,NA,NA,NA,NA,2906,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1988,4500,1,NA,NA,NA,NA,NA,NA,4500,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1989,5141,1,NA,NA,NA,NA,NA,NA,5141,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1990,7917,1,NA,NA,NA,NA,NA,NA,7917,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1991,5610,1,NA,NA,NA,NA,NA,NA,5610,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1992,5750,1,NA,NA,NA,NA,NA,NA,5750,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1993,6490,1,NA,NA,NA,NA,NA,NA,6490,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1994,4792,1,NA,NA,NA,NA,NA,NA,4792,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1995,3943,1,NA,NA,NA,NA,NA,NA,3943,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1996,7720,1,NA,NA,NA,NA,NA,NA,7720,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1997,6095,1,NA,NA,6095,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1998,2720,1,NA,NA,NA,NA,NA,NA,2720,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,1999,1900,1,NA,NA,NA,NA,NA,NA,1900,1,100
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2000,2907,1,NA,NA,2907,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2001,1552,1,NA,NA,1552,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2002,4066,1,NA,NA,4066,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2003,2126,1,NA,NA,2126,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2004,4091,1,NA,NA,4091,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2005,1213,1,NA,NA,1213,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2006,1900,1,NA,NA,1900,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2008,1437,1,NA,NA,1437,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2009,1698,1,NA,NA,1698,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2010,1730,1,NA,NA,1730,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2011,1380,1,NA,NA,1380,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2012,1300,1,NA,NA,1300,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2013,1623,1,NA,NA,1623,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2014,1040,1,NA,NA,1040,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2015,1340,1,NA,NA,1340,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2016,800,1,NA,NA,800,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2017,301,1,NA,NA,301,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2018,765,1,NA,NA,765,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2019,1070,1,NA,NA,1070,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2020,1249,1,NA,NA,1249,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2021,1034,1,NA,NA,1034,1,NA,NA,NA,NA,0
Taku,Taku,CK,TAKU-MID TIMING,TAKU-MID TIMING,CK-64,2022,1263,1,NA,NA,1263,1,NA,NA,NA,NA,0
Taku,Taku,CO,TAKU-MID TIMING,NA,CO-992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taku,Taku,SEL,TATSAMENIE,TATSAMENIE,SEL-28-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unuk,Unuk,SEL,BORDER,NA,SEL-25-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unuk,Unuk,CK,UNUK RIVER,NA,CK-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unuk,Unuk,CM,UNUK RIVER,NA,CM-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unuk,Unuk,CO,UNUK RIVER,NA,CO-38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whiting,Whiting,SEL,WHITING,NA,SEL-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whiting,Whiting,CK,WHITING RIVER,NA,CK-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whiting,Whiting,CM,WHITING RIVER,NA,CM-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whiting,Whiting,CO,WHITING RIVER,NA,CO-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
