CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2014,PORCUPINE RIVER,Sockeye,2014,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,22,22,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2016,PORCUPINE RIVER,Sockeye,2016,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,6,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2017,PORCUPINE RIVER,Sockeye,2017,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,13,13,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2018,PORCUPINE RIVER,Sockeye,2018,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2019,PORCUPINE RIVER,Sockeye,2019,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2020,PORCUPINE RIVER,Sockeye,2020,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,18,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Porcupine River (Stikine) Sockeye 2021,PORCUPINE RIVER,Sockeye,2021,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45490,145,145,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2021,SCUD RIVER,Sockeye,2021,Y,PRELIMINARY,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2020,SCUD RIVER,Sockeye,2020,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,69,69,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1988,SCUD RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,219,NA,NA,NA,NA,NA,NA,NA,NA,219,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2008,SCUD RIVER,Sockeye,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,41,41,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2018,SCUD RIVER,Sockeye,2018,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,9,9,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2005,SCUD RIVER,Sockeye,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,124,124,NA,124,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2002,SCUD RIVER,Sockeye,2002,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,216,NA,NA,216,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2003,SCUD RIVER,Sockeye,2003,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,76,NA,NA,76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2007,SCUD RIVER,Sockeye,2007,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,17,17,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2006,SCUD RIVER,Sockeye,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,288,288,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2019,SCUD RIVER,Sockeye,2019,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,232,232,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2009,SCUD RIVER,Sockeye,2009,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,45,45,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2010,SCUD RIVER,Sockeye,2010,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,300,300,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2012,SCUD RIVER,Sockeye,2012,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2013,SCUD RIVER,Sockeye,2013,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,22,22,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2014,SCUD RIVER,Sockeye,2014,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,332,332,NA,NA,NA,NA,NA,NA,332,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2016,SCUD RIVER,Sockeye,2016,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,16,16,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2017,SCUD RIVER,Sockeye,2017,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 2004,SCUD RIVER,Sockeye,2004,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45495,262,262,NA,262,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,NA,M
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1991,SCUD RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1998,SCUD RIVER,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,246,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1997,SCUD RIVER,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,271,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1992,SCUD RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,1242,NA,NA,NA,NA,NA,NA,NA,NA,1242,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1999,SCUD RIVER,Sockeye,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45495,301,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1993,SCUD RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,321,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1996,SCUD RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,351,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1986,SCUD RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,151,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1987,SCUD RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,490,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1989,SCUD RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,269,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1994,SCUD RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,292,NA,NA,NA,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1985,SCUD RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,282,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1990,SCUD RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,301,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1984,SCUD RIVER,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,769,NA,NA,NA,NA,NA,NA,NA,NA,769,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Scud River (Stikine) Sockeye 1995,SCUD RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45495,260,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1990,STIKINE RIVER,Sockeye,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,22495,NA,NA,NA,NA,NA,NA,NA,NA,22495,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1981,STIKINE RIVER,Sockeye,1981,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,61072,NA,NA,NA,NA,NA,NA,NA,NA,61072,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1991,STIKINE RIVER,Sockeye,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,44879,NA,NA,NA,NA,NA,NA,NA,NA,44879,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1979,STIKINE RIVER,Sockeye,1979,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,16608,NA,NA,NA,NA,NA,NA,NA,NA,16608,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1995,STIKINE RIVER,Sockeye,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,42850,NA,NA,NA,NA,NA,NA,NA,NA,42850,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1984,STIKINE RIVER,Sockeye,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,38107,NA,NA,NA,NA,NA,NA,NA,NA,38107,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1997,STIKINE RIVER,Sockeye,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,37436,NA,NA,NA,NA,NA,NA,NA,NA,37436,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1985,STIKINE RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,90617,NA,NA,NA,NA,NA,NA,NA,NA,90617,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1992,STIKINE RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,65393,NA,NA,NA,NA,NA,NA,NA,NA,65393,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1994,STIKINE RIVER,Sockeye,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,34636,NA,NA,NA,NA,NA,NA,NA,NA,34636,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1999,STIKINE RIVER,Sockeye,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,45487,6384,NA,NA,NA,NA,NA,NA,NA,NA,6384,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1988,STIKINE RIVER,Sockeye,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,22841,NA,NA,NA,NA,NA,NA,NA,NA,22841,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1989,STIKINE RIVER,Sockeye,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,45099,NA,NA,NA,NA,NA,NA,NA,NA,45099,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1982,STIKINE RIVER,Sockeye,1982,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,19964,NA,NA,NA,NA,NA,NA,NA,NA,19964,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1996,STIKINE RIVER,Sockeye,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,45852,NA,NA,NA,NA,NA,NA,NA,NA,45852,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1986,STIKINE RIVER,Sockeye,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,30910,NA,NA,NA,NA,NA,NA,NA,NA,30910,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1993,STIKINE RIVER,Sockeye,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,71792,NA,NA,NA,NA,NA,NA,NA,NA,71792,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2002,STIKINE RIVER,Sockeye,2002,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,45487,68635,NA,NA,42577,3451,NA,3451,22607,68635,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2010,STIKINE RIVER,Sockeye,2010,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,116354,56241,NA,NA,NA,NA,4484,55629,116354,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2009,STIKINE RIVER,Sockeye,2009,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,111781,57339,NA,NA,NA,NA,3011,51431,111781,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2008,STIKINE RIVER,Sockeye,2008,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,74267,34706,NA,NA,NA,NA,2364,37197,74267,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2007,STIKINE RIVER,Sockeye,2007,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,110132,45621,NA,NA,NA,NA,2839,61672,110132,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2005,STIKINE RIVER,Sockeye,2005,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,167571,75658,NA,NA,NA,NA,3424,88489,167571,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2018,STIKINE RIVER,Sockeye,2018,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,55541,29407,NA,NA,NA,NA,1878,24256,55541,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2000,STIKINE RIVER,Sockeye,2000,NA,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,53145,NA,NA,NA,NA,NA,NA,NA,53145,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2001,STIKINE RIVER,Sockeye,2001,NA,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,103755,NA,NA,NA,NA,NA,NA,NA,103755,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2017,STIKINE RIVER,Sockeye,2017,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,75159,28593,NA,NA,NA,NA,2909,43657,75159,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2016,STIKINE RIVER,Sockeye,2016,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,164451,71314,NA,NA,NA,NA,4315,88822,164451,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2015,STIKINE RIVER,Sockeye,2015,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,142334,76552,NA,NA,NA,NA,3871,61911,142334,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2014,STIKINE RIVER,Sockeye,2014,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,122759,75422,NA,NA,NA,NA,2881,44456,122759,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2013,STIKINE RIVER,Sockeye,2013,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,84380,44813,NA,NA,NA,NA,3196,36371,84380,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2012,STIKINE RIVER,Sockeye,2012,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,95840,56745,NA,NA,NA,NA,3949,35146,95840,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2011,STIKINE RIVER,Sockeye,2011,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,139541,72695,NA,NA,NA,NA,4559,62287,139541,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2019,STIKINE RIVER,Sockeye,2019,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,76386,56382,NA,NA,NA,NA,3579,16425,76386,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2004,STIKINE RIVER,Sockeye,2004,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,45487,183762,NA,NA,90780,4663,NA,4663,88319,183762,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2003,STIKINE RIVER,Sockeye,2003,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,45487,198575,NA,NA,124658,4346,NA,4346,69571,198575,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2006,STIKINE RIVER,Sockeye,2006,N,PRELIMINARY,UNKNOWN,NA,Other Estimate Method,45487,194019,NA,NA,87883,3403,NA,3403,102733,194019,NA,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1980,STIKINE RIVER,Sockeye,1980,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,30806,NA,NA,NA,NA,NA,NA,NA,NA,30806,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1998,STIKINE RIVER,Sockeye,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,19175,NA,NA,NA,NA,NA,NA,NA,NA,19175,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1983,STIKINE RIVER,Sockeye,1983,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,29307,NA,NA,NA,NA,NA,NA,NA,NA,29307,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 1987,STIKINE RIVER,Sockeye,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45487,21023,NA,NA,NA,NA,NA,NA,NA,NA,21023,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2021,STIKINE RIVER,Sockeye,2021,N,PRELIMINARY,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,78398,72076,NA,NA,1217,NA,NA,5105,78398,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Stikine River (Stikine) Sockeye 2020,STIKINE RIVER,Sockeye,2020,N,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Other Estimate Method,45487,31653,17900,NA,NA,384,NA,NA,13369,31653,NA,NA,NA,NA,NA,NA,NA,H
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Taku River (Alsek/Taku) Sockeye 1985,TAKU RIVER,Sockeye,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45148,109563,NA,NA,NA,NA,NA,NA,NA,NA,109563,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Taku River (Alsek/Taku) Sockeye 1992,TAKU RIVER,Sockeye,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,45148,137514,NA,NA,NA,NA,NA,NA,NA,NA,137514,NA,NA,NA,NA,NA,NA,UNK
NORTHERN TRANSBOUNDARY FJORDS,SER-22,Taku River (Alsek/Taku) Sockeye 2001,TAKU RIVER,Sockeye,2001,NA,NEAR FINAL,TRUE ABUNDANCE (TYPE-2),1,Mark & Recapture: Petersen,45148,144286,NA,NA,NA,NA,NA,NA,NA,144286,NA,NA,NA,NA,NA,NA,NA,H
