CU_NAME,Species_CU_INDEX,DESCR,GEOGRAPHICAL_EXTNT_OF_ESTIMATE,SPECIES,Year,INDEX_YN,ESTIMATE_STAGE,ESTIMATE_CLASSIFICATION,NO_INSPECTIONS_USED,ESTIMATE_METHOD,POP_ID,MAX_ESTIMATE,NATURAL_ADULT_SPAWNERS,NATURAL_JACK_SPAWNERS,NATURAL_SPAWNERS_TOTAL,ADULT_BROODSTOCK_REMOVALS,JACK_BROODSTOCK_REMOVALS,TOTAL_BROODSTOCK_REMOVALS,OTHER_REMOVALS,TOTAL_RETURN_TO_RIVER,UNSPECIFIED_RETURNS,ENUMERATION_METHOD1,ENUMERATION_METHOD2,ENUMERATION_METHOD3,ENUMERATION_METHOD4,ENUMERATION_METHOD5,ENUMERATION_METHOD6,EstQual
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2015,TATSATUA CREEK,Chinook,2015,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,434,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2014,TATSATUA CREEK,Chinook,2014,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,376,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2013,TATSATUA CREEK,Chinook,2013,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,438,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2012,TATSATUA CREEK,Chinook,2012,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,660,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2011,TATSATUA CREEK,Chinook,2011,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,917,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2010,TATSATUA CREEK,Chinook,2010,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,821,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2009,TATSATUA CREEK,Chinook,2009,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,633,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2022,TATSATUA CREEK,Chinook,2022,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,527,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2021,TATSATUA CREEK,Chinook,2021,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,358,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2020,TATSATUA CREEK,Chinook,2020,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,390,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2019,TATSATUA CREEK,Chinook,2019,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,330,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2018,TATSATUA CREEK,Chinook,2018,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,121,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2016,TATSATUA CREEK,Chinook,2016,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,92,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
TAKU-LATE TIMING,CK-65,Tatsatua River (Alsek/Taku) Chinook 2017,TATSATUA CREEK,Chinook,2017,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,45155,179,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Alsek River Chinook 2005,ALSEK RIVER,Chinook,2005,N,PRELIMINARY,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,4458,NA,NA,4316,NA,NA,NA,142,4458,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 1999,ALSEK RIVER,Chinook,1999,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,11969,NA,NA,11557,NA,NA,NA,412,11969,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 2000,ALSEK RIVER,Chinook,2000,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,8432,NA,NA,8290,NA,NA,NA,142,8432,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 2001,ALSEK RIVER,Chinook,2001,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,11246,NA,NA,10969,NA,NA,NA,277,11246,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 1997,ALSEK RIVER,Chinook,1997,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,15250,NA,NA,14720,NA,NA,NA,530,15250,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 2002,ALSEK RIVER,Chinook,2002,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,8807,NA,NA,8490,NA,NA,NA,317,8807,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 2003,ALSEK RIVER,Chinook,2003,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,5105,NA,NA,4877,NA,NA,NA,228,5105,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 2004,ALSEK RIVER,Chinook,2004,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,7565,NA,NA,7380,NA,NA,NA,185,7565,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Alsek River Chinook 1998,ALSEK RIVER,Chinook,1998,U,FINAL,TRUE ABUNDANCE (TYPE-2),NA,Mark & Recapture: Petersen,3338,4967,NA,NA,4621,NA,NA,NA,346,4967,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2001,BLANCHARD RIVER,Chinook,2001,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,543,NA,NA,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2000,BLANCHARD RIVER,Chinook,2000,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,163,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2005,BLANCHARD RIVER,Chinook,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,112,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2007,BLANCHARD RIVER,Chinook,2007,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,39,NA,NA,39,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2008,BLANCHARD RIVER,Chinook,2008,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,65,NA,NA,65,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2006,BLANCHARD RIVER,Chinook,2006,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,98,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1997,BLANCHARD RIVER,Chinook,1997,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,109,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1985,BLANCHARD RIVER,Chinook,1985,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,232,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1988,BLANCHARD RIVER,Chinook,1988,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,437,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1991,BLANCHARD RIVER,Chinook,1991,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,121,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1993,BLANCHARD RIVER,Chinook,1993,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,326,NA,NA,NA,NA,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1994,BLANCHARD RIVER,Chinook,1994,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,349,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1996,BLANCHARD RIVER,Chinook,1996,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,132,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1984,BLANCHARD RIVER,Chinook,1984,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,304,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1995,BLANCHARD RIVER,Chinook,1995,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,338,NA,NA,NA,NA,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1986,BLANCHARD RIVER,Chinook,1986,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,556,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2003,BLANCHARD RIVER,Chinook,2003,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,127,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2004,BLANCHARD RIVER,Chinook,2004,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,84,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1998,BLANCHARD RIVER,Chinook,1998,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,71,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1992,BLANCHARD RIVER,Chinook,1992,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,86,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1999,BLANCHARD RIVER,Chinook,1999,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,371,NA,NA,NA,NA,NA,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 1987,BLANCHARD RIVER,Chinook,1987,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,624,NA,NA,NA,NA,NA,NA,NA,NA,624,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Blanchard River (Alsek/Taku) Chinook 2002,BLANCHARD RIVER,Chinook,2002,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44859,351,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 2003,GOAT CREEK,Chinook,2003,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44860,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1990,GOAT CREEK,Chinook,1990,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,32,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 2002,GOAT CREEK,Chinook,2002,U,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44860,86,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1998,GOAT CREEK,Chinook,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,39,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1989,GOAT CREEK,Chinook,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,34,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1992,GOAT CREEK,Chinook,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,16,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1987,GOAT CREEK,Chinook,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,85,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1984,GOAT CREEK,Chinook,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,28,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1991,GOAT CREEK,Chinook,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,63,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1986,GOAT CREEK,Chinook,1986,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,142,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1988,GOAT CREEK,Chinook,1988,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,54,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1996,GOAT CREEK,Chinook,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,12,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1994,GOAT CREEK,Chinook,1994,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,67,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1993,GOAT CREEK,Chinook,1993,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,50,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1999,GOAT CREEK,Chinook,1999,NA,FINAL,UNKNOWN,NA,Peak Live + Dead,44860,51,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 1995,GOAT CREEK,Chinook,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44860,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Goat Creek (Alsek/Taku) Chinook 2005,GOAT CREEK,Chinook,2005,Y,FINAL,RELATIVE ABUNDANCE (TYPE-4),NA,Peak Live + Dead,44860,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2012,KLUKSHU RIVER,Chinook,2012,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,693,NA,NA,693,NA,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2013,KLUKSHU RIVER,Chinook,2013,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1261,NA,NA,1227,NA,NA,NA,34,1261,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2010,KLUKSHU RIVER,Chinook,2010,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,2356,NA,NA,2257,NA,NA,NA,99,2356,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2001,KLUKSHU RIVER,Chinook,2001,N,PRELIMINARY,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1825,NA,NA,1738,NA,NA,NA,87,1825,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2019,KLUKSHU RIVER,Chinook,2019,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Video Counter,44857,1589,1573,NA,NA,NA,NA,NA,16,1589,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2009,KLUKSHU RIVER,Chinook,2009,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1571,NA,NA,1518,NA,NA,NA,53,1571,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2007,KLUKSHU RIVER,Chinook,2007,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,677,NA,NA,676,NA,NA,NA,1,677,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2008,KLUKSHU RIVER,Chinook,2008,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,466,NA,NA,466,NA,NA,NA,NA,466,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2018,KLUKSHU RIVER,Chinook,2018,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Video Counter,44857,1087,1087,NA,NA,NA,NA,NA,0,1087,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2017,KLUKSHU RIVER,Chinook,2017,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Video Counter,44857,448,443,NA,NA,NA,NA,NA,5,448,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2006,KLUKSHU RIVER,Chinook,2006,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,568,NA,NA,566,NA,NA,NA,2,568,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2016,KLUKSHU RIVER,Chinook,2016,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Video Counter,44857,651,646,NA,NA,NA,NA,NA,5,651,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2015,KLUKSHU RIVER,Chinook,2015,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1432,1388,NA,NA,NA,NA,NA,44,1432,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2014,KLUKSHU RIVER,Chinook,2014,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,841,832,NA,NA,NA,NA,NA,9,841,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2011,KLUKSHU RIVER,Chinook,2011,U,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1670,NA,NA,1609,NA,NA,NA,61,1670,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 2005,KLUKSHU RIVER,Chinook,2005,N,FINAL,TRUE ABUNDANCE (TYPE-1),NA,Fixed Site Census,44857,1070,NA,NA,963,NA,NA,NA,107,1070,NA,NA,NA,NA,NA,NA,NA,H
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1997,KLUKSHU RIVER,Chinook,1997,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2829,NA,NA,NA,NA,NA,NA,NA,NA,2829,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1979,KLUKSHU RIVER,Chinook,1979,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2454,NA,NA,NA,NA,NA,NA,NA,NA,2454,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1978,KLUKSHU RIVER,Chinook,1978,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2676,NA,NA,NA,NA,NA,NA,NA,NA,2676,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1983,KLUKSHU RIVER,Chinook,1983,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2237,NA,NA,NA,NA,NA,NA,NA,NA,2237,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1987,KLUKSHU RIVER,Chinook,1987,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2491,NA,NA,NA,NA,NA,NA,NA,NA,2491,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1989,KLUKSHU RIVER,Chinook,1989,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2289,NA,NA,NA,NA,NA,NA,NA,NA,2289,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1984,KLUKSHU RIVER,Chinook,1984,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1572,NA,NA,NA,NA,NA,NA,NA,NA,1572,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1999,KLUKSHU RIVER,Chinook,1999,NA,FINAL,UNKNOWN,NA,Fixed Site Census,44857,2168,NA,NA,NA,NA,NA,NA,NA,NA,2168,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1996,KLUKSHU RIVER,Chinook,1996,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,3382,NA,NA,NA,NA,NA,NA,NA,NA,3382,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1991,KLUKSHU RIVER,Chinook,1991,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2248,NA,NA,NA,NA,NA,NA,NA,NA,2248,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1985,KLUKSHU RIVER,Chinook,1985,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1283,NA,NA,NA,NA,NA,NA,NA,NA,1283,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1998,KLUKSHU RIVER,Chinook,1998,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1347,NA,NA,NA,NA,NA,NA,NA,NA,1347,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1992,KLUKSHU RIVER,Chinook,1992,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,1242,NA,NA,NA,NA,NA,NA,NA,NA,1242,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1995,KLUKSHU RIVER,Chinook,1995,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,5394,NA,NA,NA,NA,NA,NA,NA,NA,5394,NA,NA,NA,NA,NA,NA,UNK
ALSEK,CK-67,Klukshu River (Alsek/Taku) Chinook 1980,KLUKSHU RIVER,Chinook,1980,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,44857,2487,NA,NA,NA,NA,NA,NA,NA,NA,2487,NA,NA,NA,NA,NA,NA,UNK
