SPECIES,Stock,Series,Year,Value,TableSource
Chinook,Alsek River,Takhanne River Aerial Index,2015,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2016,NA,E.8
Chinook,Alsek River,Takhanne River Aerial Index,2017,NA,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2018,127,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2019,150,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2020,150,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2021,189,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2022,200,E.8
Chinook,Alsek River,Takhanne River Snorkel Survey,2023,131,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1984,28,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1985,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1986,142,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1987,85,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1988,54,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1989,34,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1990,32,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1991,63,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1992,16,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1993,50,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1994,67,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1995,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1996,12,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1997,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1998,39,E.8
Chinook,Alsek River,Goat Creek Aerial Index,1999,51,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2000,33,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2001,21,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2002,86,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2003,10,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2004,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2005,7,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2006,9,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2007,45,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2008,11,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2009,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2010,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2011,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2012,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2013,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2014,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2015,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2016,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2017,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2018,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2019,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2020,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2021,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2022,NA,E.8
Chinook,Alsek River,Goat Creek Aerial Index,2023,NA,E.8
Chinook,Alsek River,Alsek Above Border Run,1998,7179,E.7
Chinook,Alsek River,Alsek Above Border Run,1999,15027,E.7
Chinook,Alsek River,Alsek Above Border Run,2000,8047,E.7
Chinook,Alsek River,Alsek Above Border Run,2001,6982,E.7
Chinook,Alsek River,Alsek Above Border Run,2002,5886,E.7
Chinook,Alsek River,Alsek Above Border Run,2003,6132,E.7
Chinook,Alsek River,Alsek Above Border Run,2004,7268,E.7
Chinook,Alsek River,Alsek Harvest Total,1998,346,E.7
Chinook,Alsek River,Alsek Harvest Total,1999,412,E.7
Chinook,Alsek River,Alsek Harvest Total,2000,142,E.7
Chinook,Alsek River,Alsek Harvest Total,2001,277,E.7
Chinook,Alsek River,Alsek Harvest Total,2002,317,E.7
Chinook,Alsek River,Alsek Harvest Total,2003,228,E.7
Chinook,Alsek River,Alsek Harvest Total,2004,185,E.7
Chinook,Alsek River,Alsek Escapement,1998,6833,E.7
Chinook,Alsek River,Alsek Escapement,1999,14615,E.7
Chinook,Alsek River,Alsek Escapement,2000,7905,E.7
Chinook,Alsek River,Alsek Escapement,2001,6705,E.7
Chinook,Alsek River,Alsek Escapement,2002,5569,E.7
Chinook,Alsek River,Alsek Escapement,2003,5904,E.7
Chinook,Alsek River,Alsek Escapement,2004,7083,E.7
Chinook,Alsek River,Alsek Total Inriver Run,1998,7929,E.7
Chinook,Alsek River,Alsek Total Inriver Run,1999,15587,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2000,8807,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2001,7943,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2002,6593,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2003,6872,E.7
Chinook,Alsek River,Alsek Total Inriver Run,2004,7980,E.7
